time,rx,ry,rz,vx,vy,vz,ux,uy,uz,thrust,mass_prop,time_dt,rx_dt,ry_dt,rz_dt,vx_dt,vy_dt,vz_dt,mass_prop_dt,tf,noncollocation_error,nfe,ncp,v_norm,u_norm
0.0,10000.0,2500.0,-1300.0,-15.0,85.0,-60.0,0.577350269189626,0.577350269189626,0.577350269189626,15000.0,694.0,173.1470902171703,-3022.728453493722,13750.623334629905,-9743.16308401883,-233.2875056753328,-540.5740280832077,361.0401015640102,-882.8029841025075,0.0,0.0,15,3,105.11898020814318,1.0000000000000002
1.78977559592646,9970.94478058867,2647.138989543483,-1404.0531346547461,-17.457575808536284,79.41584994228398,-56.27101831049218,0.07243515436214439,-0.8293987681029388,0.5539411808864367,15000.0,684.8747063936497,173.1470902171703,-3022.728453493722,13750.623334629905,-9743.16308401883,-233.2875056753328,-540.5740280832077,361.0401015640102,-882.8029841025075,173.1470902171703,0.01840537457493844,15,3,98.8841325838777,1.0
7.444735882322623,9851.553928098829,3046.2502953355456,-1688.8703562752994,-24.607341554023925,61.73282716576764,-44.454961331008576,0.11600077267182235,-0.8257144105423535,0.5520321847159221,15000.0,656.0424816675493,173.1470902171703,-4260.689588059305,10688.859394632149,-7697.247200180958,-204.3418878889179,-542.0949710273137,362.4181283007569,-882.8029841025084,173.1470902171703,0.01840537457493844,15,3,79.95440447640392,1.0
11.543139347811351,9741.143677840717,3272.956496862368,-1853.4775293788632,-29.188120017950506,48.895629665016784,-35.869432253077285,0.14832392982015433,-0.8219402847701779,0.5499219763881279,15000.0,635.1464746664983,173.1470902171703,-5053.83805001767,8466.136000834009,-6210.68782236225,-182.6041266329056,-542.4826152453853,362.949860786245,-882.8029841024492,173.1470902171703,0.01840537457493844,15,3,67.3004095134558,0.9999999999999999
13.202059505143067,9691.303669898873,3349.765070854593,-1910.101115590952,-30.887532084278263,43.699251638066606,-32.39214500514412,0.16370399613774864,-0.8198296014654017,0.5487079607674857,15000.0,626.6883500544001,160.48782808210743,-4957.072939022226,7013.197984206785,-5198.544998796266,-159.62899721563085,-502.60930479943306,336.3939606551268,-818.2588189343021,160.48782808210743,0.020143449083462345,15,3,62.55329959337612,1.0
18.44357002152536,9516.609347923291,3535.819701419397,-2051.0972831340077,-35.599666867758124,27.30528636262448,-21.413388301822533,0.21264417465782096,-0.8117407137485952,0.5439296541162426,15000.0,599.9641289354107,160.48782808210743,-5713.313216053061,4382.166103497589,-3436.5881804383043,-128.73214311704336,-501.06039867809517,335.7495869410488,-818.2588189357892,160.48782808210743,0.020143449083462345,15,3,49.71366153287154,1.0
22.24232788661849,9375.934473494632,3617.050695275081,-2117.3635657495747,-38.3742327352695,15.46803807957954,-13.478006447007768,0.2488754722037747,-0.8043792609337044,0.5394766018235598,15000.0,580.5958867374937,160.48782808210743,-6158.59726600071,2482.4318360830525,-2163.055981556918,-105.60103730706669,-498.9945575380892,334.66289013546043,-818.2588189341681,160.48782808210743,0.020143449083462345,15,3,43.51434933257689,1.0
23.795404100528827,9315.57350905104,3637.3335392096033,-2135.7870583850527,-39.34304349325312,10.645952179253591,-10.243262570859967,0.2659119566155536,-0.8005041929563336,0.5371069431577076,15000.0,572.677415139418,150.24823667062896,-5911.222910117143,1599.5355426126916,-1539.032139025964,-88.65337902007316,-465.85733233943563,312.57201389085975,-766.0515202571397,150.24823667062896,0.02170851164538531,15,3,42.025418465620795,1.0
28.70249096180835,9116.269687587768,3652.3600811572796,-2161.071159181531,-41.7082352323887,-4.488871425317275,-0.08138938011166144,0.3198989843249417,-0.7864232817496241,0.528396689760659,15000.0,547.6582772551534,150.24823667062896,-6266.588798310203,-674.4450162950935,-12.228610845492689,-56.024827160343655,-460.6387990841349,309.5025570324789,-766.0515202584862,150.24823667062896,0.02170851164538531,15,3,41.94917731141452,1.0
32.25887699799371,8965.921636859634,3617.0783824354494,-2148.376540596813,-42.74838746744325,-15.335296946528368,7.210194433775826,0.3595901094383075,-0.7742595670878217,0.5207850573577596,15000.0,529.5257853870635,150.24823667062896,-6422.8698374961605,-2304.101325036368,1083.3189997272023,-31.778889897366493,-455.6613887505885,306.4884859850564,-766.0515202446139,150.24823667062896,0.02170851164538531,15,3,45.984593803552436,1.0
