Duals
Constraint rx_dt_disc_eq
0.010337 0.25984257163582614
0.042997 0.34136902010923964
0.06666666666666667 0.08174061703531468
0.077003 0.2590956799482689
0.109663 0.3425397813167821
0.13333333333333333 0.08063286138711068
0.14367 0.25806188013151476
0.17633 0.3441600454811
0.2 0.0790991761843375
0.210337 0.25631243104901097
0.242997 0.3468995676279397
0.26666666666666666 0.07650464115051572
0.277003 0.2543002242440952
0.309663 0.3500526033821691
0.3333333333333333 0.07351783999334449
0.34367 0.25211647017638134
0.37633 0.35347523664507374
0.4 0.0702766845709604
0.410337 0.2502762954912253
0.442997 0.35636025774232366
0.4666666666666667 0.06754592116370368
0.477003 0.24932125928474091
0.509663 0.3578582362956454
0.5333333333333333 0.06612908404144638
0.54367 0.24936751124446332
0.57633 0.35778627486469805
0.6 0.06619805868981792
0.610337 0.25007220053837276
0.642997 0.3566813745246423
0.6666666666666666 0.06724370469535669
0.677003 0.25028038936068425
0.709663 0.35635537854242944
0.7333333333333333 0.0675517083787715
0.74367 0.2508172536250177
0.77633 0.35551391250718495
0.8 0.06834795764878898
0.810337 0.2513098225003725
0.842997 0.35474196196085106
0.8666666666666667 0.06907851172208948
0.877003 0.2517244427870023
0.909663 0.3540923257890173
0.9333333333333333 0.0696934665904003
0.94367 0.25204996376798094
0.97633 0.3535825348293156
1.0 0.07017629871451796
Constraint ry_dt_disc_eq
0.010337 0.31669270564051777
0.042997 0.4195247457631536
0.06666666666666667 0.09822109084588672
0.077003 0.3171647117763385
0.109663 0.41878475487353567
0.13333333333333333 0.09892079893662037
0.14367 0.3176154011168061
0.17633 0.4180783116381362
0.2 0.09958916881170786
0.210337 0.3179829267664169
0.242997 0.41750240033183617
0.26666666666666666 0.1001341242812913
0.277003 0.31789205712052704
0.309663 0.41764404905231095
0.3333333333333333 0.0999993121755551
0.34367 0.3171270522363304
0.37633 0.41884199628396335
0.4 0.09886374073612217
0.410337 0.31558765113698206
0.442997 0.4212539808603001
0.4666666666666667 0.09657887572382472
0.477003 0.3135584380548783
0.509663 0.42443446982970734
0.5333333333333333 0.09356742741648667
0.54367 0.31158606093590274
0.57633 0.42752656918321374
0.6 0.09064073958732084
0.610337 0.3100466387965533
0.642997 0.42994032739879057
0.6666666666666666 0.08835679546447069
0.677003 0.30976575895574404
0.709663 0.4303801124976689
0.7333333333333333 0.0879411954100141
0.74367 0.30918295724025185
0.77633 0.43129354343026194
0.8 0.08707646432481438
0.810337 0.3087683085733755
0.842997 0.4319433469421486
0.8666666666666667 0.08646118796632393
0.877003 0.30848189669680887
0.909663 0.432392093539001
0.9333333333333333 0.08603615718225652
0.94367 0.30828915256593586
0.97633 0.43269396182533126
1.0 0.08575009123541387
Constraint rz_dt_disc_eq
0.010337 -0.20789930974657855
0.042997 -0.27544155209906795
0.06666666666666667 -0.06446471487174166
0.077003 -0.2082234388657106
0.109663 -0.27493338785517296
0.13333333333333333 -0.0649451987858154
0.14367 -0.2085369584082027
0.17633 -0.2744419491235386
0.2 -0.06541014221445948
0.210337 -0.20880388052222057
0.242997 -0.2740237616434642
0.26666666666666666 -0.06580602373152067
0.277003 -0.2087686137691837
0.309663 -0.274078513786889
0.3333333333333333 -0.0657536992390935
0.34367 -0.20828599593003055
0.37633 -0.27483421090740956
0.4 -0.06503728029710398
0.410337 -0.2072826985419428
0.442997 -0.2764061782413816
0.4666666666666667 -0.06354811162083054
0.477003 -0.20594166881358217
0.509663 -0.27850802153689197
0.5333333333333333 -0.06155794736017462
0.54367 -0.20462594361180528
0.57633 -0.28057067481224196
0.6 -0.05960561909627662
0.610337 -0.20359062631883554
0.642997 -0.2821940102904109
0.6666666666666666 -0.058069584934062626
0.677003 -0.2034007785916461
0.709663 -0.2824912474211252
0.7333333333333333 -0.057788638699038594
0.74367 -0.20300542881168337
0.77633 -0.28311088059076983
0.8 -0.05720204523974111
0.810337 -0.20272275810990947
0.842997 -0.283553855161162
0.8666666666666667 -0.05678261115968569
0.877003 -0.20252657386368447
0.909663 -0.2838612278587783
0.9333333333333333 -0.05649148381977434
0.94367 -0.20239396581263408
0.97633 -0.28406890303022336
1.0 -0.056294677282678625
Constraint vx_dt_disc_eq
0.010337 -2.8229375973252924
0.042997 -5.840633657169379
0.06666666666666667 -1.560776196764705
0.077003 -5.741796558385802
0.109663 -9.663998170236457
0.13333333333333333 -2.3705896651537812
0.14367 -8.451518934254667
0.17633 -13.229418682668474
0.2 -3.129155015860405
0.210337 -11.043777794595272
0.242997 -16.87474295485336
0.26666666666666666 -3.9444177551116155
0.277003 -13.779535819677857
0.309663 -20.51499550565813
0.3333333333333333 -4.728686363795051
0.34367 -16.41705337832303
0.37633 -24.06242140098457
0.4 -5.499595088925291
0.410337 -19.016559256946696
0.442997 -27.595918439488276
0.4666666666666667 -6.272209192052474
0.477003 -21.62811827853885
0.509663 -31.173301087189227
0.5333333333333333 -7.055462170508554
0.54367 -24.283803674897992
0.57633 -34.83201784339931
0.6 -7.855883325588852
0.610337 -27.00958134961384
0.642997 -38.61482354852648
0.6666666666666666 -8.685198926360783
0.677003 -29.72347051633831
0.709663 -41.90159848072254
0.7333333333333333 -9.327645760770222
0.74367 -31.930117717107276
0.77633 -44.990646284841304
0.8 -10.00977954093246
0.810337 -34.2662171561041
0.842997 -48.2752502503995
0.8666666666666667 -10.737498681984261
0.877003 -36.76160858716239
0.909663 -51.79802164186402
0.9333333333333333 -11.520475489435128
0.94367 -39.44964099572833
0.97633 -55.607597508914026
1.0 -12.369844634055223
Constraint vy_dt_disc_eq
0.010337 32.323468680874036
0.042997 41.574479309217
0.06666666666666667 8.649232191111553
0.077003 28.75500152670807
0.109663 36.89091354125606
0.13333333333333333 7.661967830817609
0.14367 25.44259103127159
0.17633 32.52245818538113
0.2 6.737670703237413
0.210337 22.275671716658202
0.242997 28.051992503967117
0.26666666666666666 5.746469384047458
0.277003 18.93229126920151
0.309663 23.589882088587597
0.3333333333333333 4.7919435278388125
0.34367 15.708385772913003
0.37633 19.243037024416203
0.4 3.8527768291890796
0.410337 12.529297340024508
0.442997 14.917247036720905
0.4666666666666667 2.909195739259285
0.477003 9.333097570529807
0.509663 10.543394475784913
0.5333333333333333 1.949335088785544
0.54367 6.081011012189412
0.57633 6.074561288632906
0.6 0.9658464289125015
0.610337 2.7424602349343234
0.642997 1.4556095913880729
0.6666666666666666 -0.053974709556134134
0.677003 -0.5800713918598384
0.709663 -2.559987188921844
0.7333333333333333 -0.8431410971362601
0.74367 -3.2812327690162455
0.77633 -6.335600322300112
0.8 -1.6797578535376245
0.810337 -6.140599377886461
0.842997 -10.350862118915988
0.8666666666666667 -2.5719112562563584
0.877003 -9.19466623709011
0.909663 -14.657931312448722
0.9333333333333333 -3.531418726029446
0.94367 -12.484241072431994
0.97633 -19.316292485610965
1.0 -4.571913613415239
Constraint vz_dt_disc_eq
0.010337 -21.588288913833964
0.042997 -27.79465956234196
0.06666666666666667 -5.7867982111251965
0.077003 -19.245582311129855
0.109663 -24.71979264925568
0.13333333333333333 -5.138685549420737
0.14367 -17.07098133237532
0.17633 -21.85179395867207
0.2 -4.531914235158475
0.210337 -14.991914849984894
0.242997 -18.916781223246723
0.26666666666666666 -3.881244724688577
0.277003 -12.796990897595727
0.309663 -15.987275418270155
0.3333333333333333 -3.2546405042909505
0.34367 -10.680496034282797
0.37633 -13.133459894033733
0.4 -2.638109576337624
0.410337 -8.593406654115956
0.442997 -10.293508493618258
0.4666666666666667 -2.018656626816845
0.477003 -6.495059207826999
0.509663 -7.422061404188307
0.5333333333333333 -1.3884824452335187
