ipopt_zU_out
Variable noncollocation_error
0.677003 3.188025585488801e-13
0.709663 3.29321473789629e-13
0.7333333333333333 3.3742209793096233e-13
0.74367 3.413021226234817e-13
0.77633 3.541747207334848e-13
0.8 3.6411588432501375e-13
0.810337 3.6893205418879763e-13
0.842997 3.8498082669117446e-13
0.8666666666666667 3.9745484112156157e-13
0.877003 4.035775364907396e-13
0.909663 4.2413434792006376e-13
0.9333333333333333 4.4028339888901163e-13
0.94367 4.4833425109927214e-13
0.97633 4.756792222268993e-13
1.0 4.975124328605727e-13
Variable vy
0.0 8.695652022684312e-13
0.010337 8.292963733754016e-13
0.042997 7.232374573087805e-13
0.06666666666666667 6.61794218081214e-13
0.077003 6.39792193631082e-13
0.109663 5.790565135548095e-13
0.13333333333333333 5.419115356799764e-13
0.14367 5.28111228958329e-13
0.17633 4.890241620930925e-13
0.2 4.643920457501339e-13
0.210337 4.62230152668582e-13
0.242997 4.556585080538272e-13
0.26666666666666666 4.511502161535343e-13
0.277003 4.493257878807436e-13
0.309663 4.438381395577723e-13
0.3333333333333333 4.4013284090290516e-13
0.34367 4.3861638970816984e-13
0.37633 4.3413024171564847e-13
0.4 4.3117567947221803e-13
0.410337 4.299627349783928e-13
0.442997 4.264637682803172e-13
0.4666666666666667 4.242465758429241e-13
0.477003 4.2334950123116567e-13
0.509663 4.2086138608626006e-13
0.5333333333333333 4.1938286262695234e-13
0.54367 4.188083723082445e-13
0.57633 4.173299090244996e-13
0.6 4.1656952464072103e-13
0.610337 4.163078658179483e-13
0.642997 4.1579484266316905e-13
0.6666666666666666 4.1571079294797424e-13
0.677003 4.15828100379956e-13
0.709663 4.170070071057179e-13
0.7333333333333333 4.186230220661874e-13
0.74367 4.1958063741658984e-13
0.77633 4.234412972306113e-13
0.8 4.2704530042433446e-13
0.810337 4.28955815022738e-13
0.842997 4.3593470510019136e-13
0.8666666666666667 4.4192697942354127e-13
0.877003 4.4502081968075966e-13
0.909663 4.559735453089224e-13
0.9333333333333333 4.651122463495585e-13
0.94367 4.698138166835938e-13
0.97633 4.863136143675158e-13
1.0 4.999999949999999e-13
Variable vz
0.0 3.8461538165680473e-13
0.010337 3.9021189318483863e-13
0.042997 4.0907330599414995e-13
0.06666666666666667 4.2396336915466163e-13
0.077003 4.303071395294795e-13
0.109663 4.516438680232403e-13
0.13333333333333333 4.684323259166905e-13
0.14367 4.756394942251667e-13
0.17633 4.997966043772868e-13
0.2 5.186996203917564e-13
0.210337 5.205291983880377e-13
0.242997 5.262874336038823e-13
0.26666666666666666 5.304189872923446e-13
0.277003 5.321354035358238e-13
0.309663 5.374617411203782e-13
0.3333333333333333 5.412048395776941e-13
0.34367 5.427729046336925e-13
0.37633 5.475421667633379e-13
0.4 5.507961305188774e-13
0.410337 5.521597303116454e-13
0.442997 5.561905178246327e-13
0.4666666666666667 5.588257521196611e-13
0.477003 5.599117287157088e-13
0.509663 5.629911844367562e-13
0.5333333333333333 5.648766580619288e-13
0.54367 5.656234122976446e-13
0.57633 5.675954674643377e-13
0.6 5.686563822705975e-13
0.610337 5.690366925881588e-13
0.642997 5.698520496550038e-13
0.6666666666666666 5.700847669532159e-13
0.677003 5.701544947674404e-13
0.709663 5.693689547322708e-13
0.7333333333333333 5.678696021581552e-13
0.74367 5.669275833242931e-13
0.77633 5.630182425504462e-13
0.8 5.593443411103261e-13
0.810337 5.574116436170444e-13
0.842997 5.505067778440352e-13
0.8666666666666667 5.448031724474655e-13
0.877003 5.419445841612018e-13
0.909663 5.322964975776772e-13
0.9333333333333333 5.247837097418501e-13
0.94367 5.210978935933182e-13
0.97633 5.090501456126541e-13
1.0 4.999999949999999e-13
Variable mass_prop
0.0 858.3671354839062
0.010337 1.0958543144231033e-11
0.042997 2.6345236951955065e-12
0.06666666666666667 1.6991333549283013e-12
0.077003 1.485626775523441e-12
0.109663 1.0634238969316391e-12
0.13333333333333333 8.818021751625424e-13
0.14367 8.242487933270102e-13
0.17633 6.833320897505439e-13
0.2 6.079980136449861e-13
0.210337 6.017761211577411e-13
0.242997 5.829280768991725e-13
0.26666666666666666 5.69989592137929e-13
0.277003 5.647307839010183e-13
0.309663 5.487346950967793e-13
0.3333333333333333 5.376965837077254e-13
0.34367 5.330949815626974e-13
0.37633 5.190597330769857e-13
0.4 5.093410078021246e-13
0.410337 5.05197336789816e-13
0.442997 4.925369658079665e-13
0.4666666666666667 4.837509424347992e-13
0.477003 4.799517275309955e-13
0.509663 4.683304098850977e-13
0.5333333333333333 4.602535945674875e-13
0.54367 4.567288809512114e-13
0.57633 4.4593860150878563e-13
0.6 4.384316898449868e-13
0.610337 4.351119243645645e-13
0.642997 4.2494546701719943e-13
0.6666666666666666 4.1786936082084966e-13
0.677003 4.0637971636367226e-13
0.709663 3.738972285428493e-13
0.7333333333333333 3.5342346012337146e-13
0.74367 3.447100703148417e-13
0.77633 3.197986030161585e-13
0.8 3.038825195910849e-13
0.810337 2.969972759133218e-13
0.842997 2.7715603145927986e-13
0.8666666666666667 2.643565698865984e-13
0.877003 2.5874346371178395e-13
0.909663 2.424762443519007e-13
0.9333333333333333 2.319093504760659e-13
0.94367 2.2721967756766347e-13
0.97633 2.1357374757401804e-13
1.0 2.0466560392230923e-13
Variable ux
Variable uy
Variable uz
Variable thrust
Variable rx_dt
Variable ry_dt
Variable rz_dt
Variable vx_dt
Variable vy_dt
Variable vz_dt
Variable mass_prop_dt
Variable time_dt
