ipopt_zU_out
Variable noncollocation_error
0.52 4.207728836079911e-14
0.526202 4.203813394786058e-14
0.545798 4.1925371525206316e-14
0.56 4.1854026402182873e-14
0.566202 4.182478100626822e-14
0.585798 4.174333132556934e-14
0.6 4.1694671041574126e-14
0.606202 4.167544244089162e-14
0.625798 4.1625599112447836e-14
0.64 4.159979895515569e-14
0.646202 4.159085185121616e-14
0.665798 4.1573429198369993e-14
0.68 4.157106617044774e-14
0.686202 4.157640501670598e-14
0.705798 4.1621694317721935e-14
0.72 4.1681578318804616e-14
0.726202 4.171645788392967e-14
0.745798 4.1855994047549556e-14
0.76 4.198527708263608e-14
0.766202 4.205246485926606e-14
0.785798 4.229592757893976e-14
0.8 4.250256591280858e-14
0.806202 4.2606235117635036e-14
0.825798 4.296806860620151e-14
0.84 4.326381349797564e-14
0.846202 4.3410039840387905e-14
0.865798 4.391122121755255e-14
0.88 4.4313113271249416e-14
0.886202 4.4510684271823306e-14
0.905798 4.5181621027708046e-14
0.92 4.5714459368990755e-14
0.926202 4.5976230929489353e-14
0.945798 4.6861665225061844e-14
0.96 4.7562242496459875e-14
0.966202 4.790751697053009e-14
0.985798 4.9075238678556854e-14
1.0 4.9999999500000005e-14
Variable vz
0.0 3.8461538165680475e-14
0.006202 3.8812779258651107e-14
0.025798 3.9968319560892686e-14
0.04 4.0851723209431075e-14
0.046202 4.1224158003110733e-14
0.065798 4.2447721779498217e-14
0.08 4.3381321281707703e-14
0.086202 4.3776180902095215e-14
0.105798 4.5071355710065344e-14
0.12 4.605740791137937e-14
0.126202 4.647577914706572e-14
0.145798 4.7845546680223336e-14
0.16 4.8885711136464117e-14
0.166202 4.932845030473659e-14
0.185798 5.07748829442595e-14
0.2 5.186997140918596e-14
0.206202 5.198382197464598e-14
0.225798 5.2342916877005017e-14
0.24 5.260221079393671e-14
0.246202 5.270970802792099e-14
0.265798 5.304718161108127e-14
0.28 5.328929305889765e-14
0.286202 5.339011001981172e-14
0.305798 5.370488265536055e-14
0.32 5.3928997975283184e-14
0.326202 5.402272514706128e-14
0.345798 5.431348812681274e-14
0.36 5.451866139068921e-14
0.366202 5.4604805685659605e-14
0.385798 5.487002903171678e-14
0.4 5.505519720189364e-14
0.406202 5.513318833462015e-14
0.425798 5.537114866391695e-14
0.44 5.553515744464008e-14
0.446202 5.560436082056063e-14
0.465798 5.5813184095792464e-14
0.48 5.5954818677763056e-14
0.486202 5.601455190542271e-14
0.505798 5.6192260665042845e-14
0.52 5.63102731548047e-14
0.526202 5.635982204257402e-14
0.545798 5.6504374819985394e-14
0.56 5.659750077844655e-14
0.566202 5.6636131275875546e-14
0.585798 5.674544574239412e-14
0.6 5.681240662482381e-14
0.606202 5.683937114486555e-14
0.625798 5.691132961228849e-14
0.64 5.695082348366373e-14
0.646202 5.696536256052142e-14
0.665798 5.69978057682707e-14
0.68 5.700849301100513e-14
0.686202 5.70145910033957e-14
0.705798 5.699836890624182e-14
0.72 5.695302254754614e-14
0.726202 5.692306567116052e-14
0.745798 5.6793075746750114e-14
0.76 5.666572873758696e-14
0.766202 5.659829267722308e-14
0.785798 5.635100842435374e-14
0.8 5.614002061904029e-14
0.806202 5.603433422934851e-14
0.825798 5.566831246962432e-14
0.84 5.537355500536227e-14
0.846202 5.5229537227828176e-14
0.865798 5.474549517318475e-14
0.88 5.4368369490286e-14
0.886202 5.418661714754554e-14
0.905798 5.358735534467715e-14
0.92 5.313070288743607e-14
0.926202 5.291241559218814e-14
0.945798 5.220254864691078e-14
0.96 5.167042859740687e-14
0.966202 5.1417252061671776e-14
0.985798 5.060269538289296e-14
1.0 4.9999999500000005e-14
Variable mass_prop
0.0 85.83671179434691
0.006202 1.7362336003673466e-12
0.025798 4.1740480459789804e-13
0.04 2.692048005791093e-13
0.046202 2.351166632934128e-13
0.065798 1.6793036881215836e-13
0.08 1.3911872599652841e-13
0.086202 1.299723879583775e-13
0.105798 1.0761737063898883e-13
0.12 9.568924533470074e-14
0.126202 9.150985240200267e-14
0.145798 8.041283144417479e-14
0.16 7.391654232065466e-14
0.166202 7.152404787396469e-14
0.185798 6.488806722679518e-14
0.2 6.079979072404507e-14
0.206202 6.041114453666004e-14
0.225798 5.921518524656093e-14
0.24 5.837759676557787e-14
0.246202 5.803602437985504e-14
0.265798 5.698258472433601e-14
0.28 5.624270124510462e-14
0.286202 5.5937875587307496e-14
0.305798 5.4996098314782627e-14
0.32 5.433313099622769e-14
0.326202 5.405709806316822e-14
0.345798 5.320308607030338e-14
0.36 5.260081930103164e-14
0.366202 5.2347337549498316e-14
0.385798 5.156225189081495e-14
0.4 5.1007824853292965e-14
0.406202 5.07719160909115e-14
0.425798 5.0040673644655907e-14
0.44 4.952373808493463e-14
0.446202 4.930137505128159e-14
0.465798 4.861173688542404e-14
0.48 4.812386264820165e-14
0.486202 4.7911747711392905e-14
0.505798 4.725366983138814e-14
0.52 4.6787918446531634e-14
0.526202 4.658332530602887e-14
0.545798 4.594849217171073e-14
0.56 4.549910865488916e-14
0.566202 4.5299768827302246e-14
0.585798 4.46812576454166e-14
0.6 4.424344764014239e-14
0.606202 4.404746949465512e-14
0.625798 4.3439510094392826e-14
0.64 4.300927985121335e-14
0.646202 4.281509065009835e-14
0.665798 4.221289308276507e-14
0.68 4.1786934088679907e-14
0.686202 4.110100505470341e-14
0.705798 3.907443171203348e-14
0.72 3.772627924868947e-14
0.726202 3.714112652485974e-14
0.745798 3.5405992575834716e-14
0.76 3.4246470801428094e-14
0.766202 3.3740001513040464e-14
0.785798 3.223381094294208e-14
0.8 3.122362054145591e-14
0.806202 3.077986733489631e-14
0.825798 2.9457112392376004e-14
0.84 2.856736249665304e-14
0.846202 2.8174471869729146e-14
0.865798 2.7001156225507706e-14
0.88 2.621009018102475e-14
0.886202 2.5859039281494626e-14
0.905798 2.480914783098115e-14
0.92 2.4100004080049432e-14
0.926202 2.3783747403809997e-14
0.945798 2.283687755650755e-14
0.96 2.2196437581701128e-14
0.966202 2.190931091593931e-14
0.985798 2.1049005211247473e-14
1.0 2.0466561292196033e-14
Variable ux
Variable uy
Variable uz
Variable thrust
Variable rx_dt
Variable ry_dt
Variable rz_dt
Variable vx_dt
Variable vy_dt
Variable vz_dt
Variable mass_prop_dt
Variable time_dt
