ipopt_zL_out
Variable noncollocation_error
0.526202 -9.66386727927317e-14
0.545798 -9.907022214678495e-14
0.56 -1.0088559588571153e-13
0.566202 -1.0171803611208606e-13
0.585798 -1.044183223270814e-13
0.6 -1.064471109112237e-13
0.606202 -1.0738982034056889e-13
0.625798 -1.104649282725123e-13
0.64 -1.1279270056124945e-13
0.646202 -1.138887974162839e-13
0.665798 -1.1748754516309516e-13
0.68 -1.2023543230696834e-13
0.686202 -1.1760280267548467e-13
0.705798 -1.0997073163899161e-13
0.72 -1.0501524793938552e-13
0.726202 -1.0289484626893102e-13
0.745798 -9.671575682062075e-14
0.76 -9.267762757533661e-14
0.766202 -9.093687013154997e-14
0.785798 -8.584225326577607e-14
0.8 -8.24948693034437e-14
0.806202 -8.10421927839497e-14
0.825798 -7.677525888437994e-14
0.84 -7.395890284793426e-14
0.846202 -7.272910390983165e-14
0.865798 -6.910563189358536e-14
0.88 -6.670464078513066e-14
0.886202 -6.565002218625669e-14
0.905798 -6.253441890153393e-14
0.92 -6.046299234481192e-14
0.926202 -5.954778270334774e-14
0.945798 -5.6837833811164136e-14
0.96 -5.503087012101581e-14
0.966202 -5.422755586183996e-14
0.985798 -5.1844310406345607e-14
1.0 -5.025125577636929e-14
Variable vy
0.0 -3.5087719052016004e-14
0.006202 -3.552696154410521e-14
0.025798 -3.699243702005517e-14
0.04 -3.8134390209490397e-14
0.046202 -3.862155684859774e-14
0.065798 -4.024648303357786e-14
0.08 -4.1512141382925633e-14
0.086202 -4.205432130093339e-14
0.105798 -4.386208951529112e-14
0.12 -4.526936760973552e-14
0.126202 -4.587475345083899e-14
0.145798 -4.789226344366816e-14
0.16 -4.9461610207424335e-14
0.166202 -5.01396273517439e-14
0.185798 -5.2397636944439263e-14
0.2 -5.41522155657723e-14
0.206202 -5.433688981839513e-14
0.225798 -5.492186413548968e-14
0.24 -5.534661560492662e-14
0.246202 -5.5523280143603705e-14
0.265798 -5.6080043285695694e-14
0.28 -5.648147374945875e-14
0.286202 -5.664911411832669e-14
0.305798 -5.717430529742526e-14
0.32 -5.754985605526975e-14
0.326202 -5.770730069440623e-14
0.345798 -5.81971236965175e-14
0.36 -5.854398731919793e-14
0.366202 -5.868990560278179e-14
0.385798 -5.914014747037374e-14
0.4 -5.945530365231897e-14
0.406202 -5.958821979256413e-14
0.425798 -5.999431497235625e-14
0.44 -6.027459311512476e-14
0.446202 -6.039291563992288e-14
0.465798 -6.075004926404591e-14
0.48 -6.099220847015212e-14
0.486202 -6.109427079451758e-14
0.505798 -6.139750340486674e-14
0.52 -6.159831472517533e-14
0.526202 -6.168241932963211e-14
0.545798 -6.19268097368596e-14
0.56 -6.208312536728697e-14
0.566202 -6.214758449302012e-14
0.585798 -6.232829278888093e-14
0.6 -6.24370942925826e-14
0.606202 -6.248026333792769e-14
0.625798 -6.259262867570869e-14
0.64 -6.26510568366353e-14
0.646202 -6.267136127423333e-14
0.665798 -6.27109629183061e-14
0.68 -6.271634048765983e-14
0.686202 -6.270419299600639e-14
0.705798 -6.260145999543746e-14
0.72 -6.246647721327686e-14
0.726202 -6.238830189466468e-14
0.745798 -6.207879655469872e-14
0.76 -6.179657217328946e-14
0.766202 -6.165159138178023e-14
0.785798 -6.113567247489669e-14
0.8 -6.070904845098824e-14
0.806202 -6.049878608617027e-14
0.825798 -5.978392630893498e-14
0.84 -5.922067217496245e-14
0.846202 -5.894886593559402e-14
0.865798 -5.80491599310259e-14
0.88 -5.736143058881006e-14
0.886202 -5.703372910485263e-14
0.905798 -5.596876974621209e-14
0.92 -5.517215963231757e-14
0.926202 -5.479562805672498e-14
0.945798 -5.3588854895229155e-14
0.96 -5.27011460643692e-14
0.966202 -5.228361942310298e-14
0.985798 -5.0960281571280545e-14
1.0 -4.9999999500000005e-14
Variable vz
0.0 -7.142857040816328e-14
0.006202 -7.024795198934161e-14
0.025798 -6.675485235845228e-14
0.04 -6.442788840195304e-14
0.046202 -6.352279876055368e-14
0.065798 -6.082129415412543e-14
0.08 -5.900190687195957e-14
0.086202 -5.828685304765567e-14
0.105798 -5.613890181239786e-14
0.12 -5.4680764956721413e-14
0.126202 -5.4102551789875916e-14
0.145798 -5.2357628324571854e-14
0.16 -5.116627034532269e-14
0.166202 -5.069008577063714e-14
0.185798 -4.9248411771482925e-14
0.2 -4.82601652398409e-14
0.206202 -4.8162025585211346e-14
0.225798 -4.785783838502713e-14
0.24 -4.764311288702864e-14
0.246202 -4.755527103728375e-14
0.265798 -4.728387805890278e-14
0.28 -4.709316343123707e-14
0.286202 -4.7014707743740565e-14
0.305798 -4.677329837520649e-14
0.32 -4.660461884648038e-14
0.326202 -4.6534848009401754e-14
0.345798 -4.632124202133545e-14
0.36 -4.617304597776277e-14
0.366202 -4.6111436482884466e-14
0.385798 -4.592398283703896e-14
0.4 -4.579507150091349e-14
0.406202 -4.574124941048225e-14
0.425798 -4.557874009569719e-14
0.44 -4.546820868313114e-14
0.446202 -4.54219254376174e-14
0.465798 -4.5283524506354625e-14
0.48 -4.519071670940189e-14
0.486202 -4.5151829909208756e-14
0.505798 -4.5037020766279916e-14
0.52 -4.496149862992008e-14
0.526202 -4.492995922709817e-14
0.545798 -4.483851380119429e-14
0.56 -4.4780044600297695e-14
0.566202 -4.4755891426857064e-14
0.585798 -4.4687862621724784e-14
0.6 -4.464642229071704e-14
0.606202 -4.4629783885775626e-14
0.625798 -4.458551969533452e-14
0.64 -4.4561310366273513e-14
0.646202 -4.4552413129593525e-14
0.665798 -4.4532588551342386e-14
0.68 -4.452606685986351e-14
0.686202 -4.452234762422776e-14
0.705798 -4.453224479812251e-14
0.72 -4.4559964122071784e-14
0.726202 -4.4578319358885463e-14
0.745798 -4.465836774068728e-14
0.76 -4.4737425903839746e-14
0.766202 -4.477954888385653e-14
0.785798 -4.4935562078853324e-14
0.8 -4.507063458124962e-14
0.806202 -4.513898445791763e-14
0.825798 -4.5379340250857405e-14
0.84 -4.557710974734416e-14
0.846202 -4.5675141999808015e-14
0.865798 -4.601158414650166e-14
0.88 -4.628139851428544e-14
0.886202 -4.6413923089830395e-14
0.905798 -4.686281197934704e-14
0.92 -4.72177162587728e-14
0.926202 -4.7391468515499897e-14
0.945798 -4.797578741859519e-14
0.96 -4.8434193143585733e-14
0.966202 -4.865878076652003e-14
0.985798 -4.9411491276581055e-14
1.0 -4.9999999500000005e-14
Variable mass_prop
0.0 -1.440922175769124e-14
0.006202 -1.4529806455113085e-14
0.025798 -1.492442758255503e-14
0.04 -1.5224093321123264e-14
0.046202 -1.5349949764976316e-14
0.065798 -1.5761645678764963e-14
0.08 -1.607409624286888e-14
0.086202 -1.620586404858862e-14
0.105798 -1.6636770251653877e-14
0.12 -1.69636707173247e-14
0.126202 -1.710213970051598e-14
0.145798 -1.7554893224011182e-14
0.16 -1.7898299566950765e-14
0.166202 -1.804445424954876e-14
0.185798 -1.8522344190168184e-14
0.2 -1.8884822645772556e-14
0.206202 -1.8922634657017354e-14
0.225798 -1.9043106524301604e-14
0.24 -1.9131381073952346e-14
0.246202 -1.9168352823575618e-14
0.265798 -1.928611325031284e-14
0.28 -1.9372367883912308e-14
0.286202 -1.940879801451246e-14
0.305798 -1.952480810669791e-14
0.32 -1.9609756365255427e-14
0.326202 -1.9645963066722526e-14
0.345798 -1.976124521148092e-14
0.36 -1.9845644557984013e-14
0.366202 -1.9881967763412835e-14
0.385798 -1.9997613092671202e-14
0.4 -2.0082270838876996e-14
0.406202 -2.011907564699717e-14
0.425798 -2.0236255478428327e-14
0.44 -2.0322037691968192e-14
0.446202 -2.0359719278355542e-14
0.465798 -2.0479701396066776e-14
0.48 -2.0567545446749508e-14
0.486202 -2.0606535713989447e-14
0.505798 -2.073070632635351e-14
0.52 -2.0821637725491897e-14
0.526202 -2.0862413883220332e-14
0.545798 -2.099230592351219e-14
0.56 -2.108746000122697e-14
0.566202 -2.1130555348714564e-14
0.585798 -2.1267884070133808e-14
0.6 -2.1368533270652933e-14
0.606202 -2.141455059854218e-14
0.625798 -2.156125790889732e-14
0.64 -2.166884588100883e-14
0.646202 -2.171847437905753e-14
0.665798 -2.187678491640121e-14
0.68 -2.1992969777023878e-14
0.686202 -2.2187857952719182e-14
0.705798 -2.2826975835125834e-14
0.72 -2.3313676007292765e-14
0.726202 -2.3542889780257696e-14
0.745798 -2.4297679057252574e-14
0.76 -2.4875676617742762e-14
0.766202 -2.514989928294273e-14
0.785798 -2.60574942371295e-14
0.8 -2.6757309508786888e-14
0.806202 -2.7092024685936342e-14
0.825798 -2.8206881290467563e-14
0.84 -2.907397721477382e-14
0.846202 -2.949254171002994e-14
0.865798 -3.089800449353753e-14
0.88 -3.2003322820060175e-14
0.886202 -3.254275718148412e-14
0.905798 -3.437337056035607e-14
0.92 -3.583428990568457e-14
0.926202 -3.655708070027839e-14
0.945798 -3.9045452356134285e-14
0.96 -4.1071597163265586e-14
0.966202 -4.209231555607199e-14
0.985798 -4.567916800162605e-14
1.0 -4.8685931934068835e-14
Variable ux
Variable uy
Variable uz
Variable thrust
Variable rx_dt
Variable ry_dt
Variable rz_dt
Variable vx_dt
Variable vy_dt
Variable vz_dt
Variable mass_prop_dt
Variable time_dt
