time,rx,ry,rz,vx,vy,vz,ux,uy,uz,thrust,mass_prop,time_dt,rx_dt,ry_dt,rz_dt,vx_dt,vy_dt,vz_dt,mass_prop_dt,tf,noncollocation_error,nfe,ncp,v_norm,u_norm
0.0,10000.0,2500.0,-1300.0,-15.0,85.0,-60.0,0.577350269189626,0.577350269189626,0.577350269189626,15000.0,694.0,182.14137853990678,-3016.260249007884,14840.217092820392,-10499.92180408422,-248.59820520158775,-568.3773575358509,379.56963649746973,-928.6610147585798,0.0,0.0,25,3,105.11898020814318,1.0000000000000002
1.1296483027589497,9982.17071182734,2594.030672884489,-1366.4505003663855,-16.559994621689047,81.47636309653237,-57.64709748138704,0.06783625409736366,-0.8296945090274576,0.55408055760848,15000.0,688.2404132258231,182.14137853990678,-3016.260249007884,14840.217092820392,-10499.92180408422,-248.59820520158775,-568.3773575358509,379.56963649746973,-928.6610147585798,182.14137853990678,0.0017417143156406392,25,3,101.17222451511527,1.0
4.698875810518068,9914.5864444729,2864.944841648614,-1558.9182714767614,-21.25008725560802,70.32552392997296,-50.198157560415275,0.0944288322361729,-0.827738830944922,0.5531108599444118,15000.0,670.0424481844123,182.14137853990678,-3870.520186829749,12809.187875146477,-9143.161618217478,-230.08459765021072,-569.6368308965814,380.64218520899925,-928.6610147602721,182.14137853990678,0.0017417143156406392,25,3,88.9780902630329,1.0
7.28565514159627,9855.472887541791,3036.393871953857,-1681.7741644337298,-24.42253021559177,62.23049214632148,-44.78771333264061,0.11353542416482584,-0.8259657362403051,0.5521687332842414,15000.0,656.8535663508757,182.14137853990678,-4448.353320900411,11334.747626747838,-8157.695848057324,-216.67531005071461,-570.3112465782922,381.26041406307615,-928.6610147601973,182.14137853990678,0.0017417143156406392,25,3,80.4675922373204,1.0
8.34195776436179,9829.018510635806,3100.38171210886,-1727.9159709648313,-25.65989800154099,58.92275606511269,-42.576208132040975,0.12273504753090468,-0.8250016340146852,0.5516415611433624,15000.0,651.4679308988377,170.31532327002972,-4370.273823208437,10035.44824719079,-7251.38065162064,-196.5593274761336,-533.3856576509709,356.65104740001414,-868.3650151589583,170.31532327002972,0.0017698373034406272,25,3,77.09121251258884,1.0
11.679442863471696,9737.154543551425,3279.590396114482,-1858.3461030519045,-29.329165345455948,48.46891679725182,-35.58390377421401,0.15088021206694158,-0.8216036036563509,0.5497296427022401,15000.0,634.4515213177842,170.31532327002972,-4995.206277051441,8254.999232872247,-6060.484074514977,-177.94083139568986,-533.4861187071924,356.95210210662134,-868.3650151637003,170.31532327002972,0.0017698373034406272,25,3,66.90029927565747,1.0
14.098268072397444,9663.233179736106,3387.6661455558624,-1938.286081017896,-31.76063282194088,40.89338179330022,-30.513957668035484,0.17108221800345047,-0.8187443960657014,0.5480770827119392,15000.0,622.1189657444122,170.31532327002972,-5409.322446329515,6964.769539730882,-5196.9945644796035,-164.4739047350414,-533.3012044154113,356.99806890563065,-868.3650151604362,170.31532327002972,0.0017698373034406272,25,3,60.100816003690234,1.0
15.09038311023435,9631.254142258718,3426.696890144764,-1967.5283301005172,-32.69944425952623,37.78769445301051,-28.434729513648893,0.1807678417198128,-0.8172478543856705,0.5472009977165418,15000.0,617.0605953445587,159.96589400475156,-5230.795834433688,6044.742325554106,-4548.586927434065,-148.41111655034618,-500.624569529081,335.2009582621067,-815.5977002263867,159.96589400475156,0.00179730806962694,25,3,57.49519414238306,1.0
18.225061642712586,9524.385068802963,3529.7822153778798,-2046.370455288527,-35.424751360239924,27.987315472270307,-21.87040615874856,0.21036532749748066,-0.8121642771876771,0.5441834395193367,15000.0,601.0782097370211,159.96589400475156,-5666.752021236838,4477.015940314663,-3498.5190734311896,-129.75252820894409,-499.5487618805787,334.7181981324457,-815.597700226389,159.96589400475156,0.00179730806962694,25,3,50.16490308799398,1.0
20.49690383258748,9441.884843259266,3585.311817144212,-2090.6596878220003,-37.171778207027025,20.899926760884806,-17.12033776889653,0.2315806477901365,-0.8080411870743605,0.5417008801548686,15000.0,589.4950577353561,159.96589400475156,-5946.2167326334275,3343.2754689387257,-2738.6701368648182,-116.27913779650356,-498.4928516048655,334.1834807244992,-815.5977002262251,159.96589400475156,0.00179730806962694,25,3,45.952736577965226,1.0
21.433028435333565,9406.774942497934,3603.512534425016,-2105.771822044472,-37.83297702946445,17.98482229040801,-15.165837740867575,0.2417030136043983,-0.805930954446608,0.5404210857094046,15000.0,584.7221586253552,150.93815058444608,-5710.4395839312,2714.59581510409,-2289.1035006703346,-103.6517904598481,-469.7082211244422,314.9652280088974,-769.5690963314772,150.93815058444608,0.0018244689245507657,25,3,44.550988968954044,1.0
24.390800048543657,9292.050188416852,3643.11525459605,-2141.512193166522,-39.681504727195026,8.801990619304311,-9.005866244511719,0.2725867787467305,-0.7989126601441386,0.5361296573720736,15000.0,569.6417457627533,150.93815058444608,-5989.4529359307735,1328.5561855394271,-1359.3287953574838,-85.0331613617804,-467.4324208638303,313.6818279949533,-769.5690963314697,150.93815058444608,0.0018244689245507657,25,3,41.6317484990813,1.0
26.534429855965282,9205.76141941609,3654.8781626173327,-2156.0483541174635,-40.79379650184523,2.176998933237652,-4.558748935544603,0.294684335051186,-0.7933454010343448,0.5326952386994791,15000.0,558.7122938820726,150.93815058444608,-6157.340199306766,328.5921928072005,-688.0891333099132,-71.61584429770322,-465.48983061625734,312.55518228128307,-769.5690963367434,150.93815058444608,0.0018244689245507657,25,3,41.10541751699655,1.0
