ipopt_zU_out
Variable noncollocation_error
0.8666666666666667 2.3950476211666522e-14
0.877003 2.4092866714737613e-14
0.909663 2.4487863742201273e-14
0.9333333333333333 2.4712854377843074e-14
0.94367 2.479261015696994e-14
0.97633 2.496216197304685e-14
1.0 2.4999999750000002e-14
Variable vx
0.0 4.651162747430833e-13
0.010337 4.604255791302463e-13
0.042997 4.47135301153571e-13
0.06666666666666667 4.3888382690450276e-13
0.077003 4.356286795716785e-13
0.109663 4.266895110984287e-13
0.13333333333333333 4.2146318135186653e-13
0.14367 4.195069969978979e-13
0.17633 4.1462997943658257e-13
0.2 4.1234772876708704e-13
0.210337 4.097053641355689e-13
0.242997 4.002553196892813e-13
0.26666666666666666 3.93081465082288e-13
0.277003 3.900348910549204e-13
0.309663 3.809657125040138e-13
0.3333333333333333 3.7488811587353486e-13
0.34367 3.7235616810384537e-13
0.37633 3.6481289245876717e-13
0.4 3.597466625330351e-13
0.410337 3.5763159568059434e-13
0.442997 3.5130583635661533e-13
0.4666666666666667 3.470277873885082e-13
0.477003 3.452323099083385e-13
0.509663 3.3981868713132717e-13
0.5333333333333333 3.361127785347168e-13
0.54367 3.345447767492576e-13
0.57633 3.2976542793166395e-13
0.6 3.2644617739144716e-13
0.610337 3.2502960020466394e-13
0.642997 3.2066683356247647e-13
0.6666666666666666 3.1759852364644165e-13
0.677003 3.181748794671898e-13
0.709663 3.259528556187222e-13
0.7333333333333333 3.3513101340180194e-13
0.74367 3.394960866707963e-13
0.77633 3.540731797683868e-13
0.8 3.654303427663584e-13
0.810337 3.7061253459421894e-13
0.842997 3.879380306601114e-13
0.8666666666666667 4.014712343527803e-13
0.877003 4.0765994559399437e-13
0.909663 4.2842598385145185e-13
0.9333333333333333 4.447375361310029e-13
0.94367 4.5222598007629936e-13
0.97633 4.77497615204469e-13
1.0 4.975124328605728e-13
Variable vy
0.0 8.695652022684262e-13
0.010337 8.334496815622438e-13
0.042997 7.365799827820894e-13
0.06666666666666667 6.792638525029723e-13
0.077003 6.56934058189726e-13
0.109663 5.951574715060497e-13
0.13333333333333333 5.572811331357905e-13
0.14367 5.422545467053725e-13
0.17633 4.998942033811003e-13
0.2 4.733639961154122e-13
0.210337 4.684008096603273e-13
0.242997 4.581248514014797e-13
0.26666666666666666 4.5341633264786405e-13
0.277003 4.515474773609605e-13
0.309663 4.459062377762527e-13
0.3333333333333333 4.4208103124213644e-13
0.34367 4.404832057993095e-13
0.37633 4.3573870359977605e-13
0.4 4.326000622311955e-13
0.410337 4.313111196699071e-13
0.442997 4.2757566242592826e-13
0.4666666666666667 4.251928921331626e-13
0.477003 4.242387133664481e-13
0.509663 4.215711583113258e-13
0.5333333333333333 4.19962745921636e-13
0.54367 4.1934457221183075e-13
0.57633 4.177204335434905e-13
0.6 4.168440068234168e-13
0.610337 4.165374795668074e-13
0.642997 4.1586012423195975e-13
0.6666666666666666 4.156314779029622e-13
0.677003 4.155162395482888e-13
0.709663 4.1616669239651627e-13
0.7333333333333333 4.177399534912503e-13
0.74367 4.187387130014041e-13
0.77633 4.2301073043551755e-13
0.8 4.271540995562278e-13
0.810337 4.292386180952525e-13
0.842997 4.3693103259591427e-13
0.8666666666666667 4.435780111050201e-13
0.877003 4.4677135152551325e-13
0.909663 4.580663433549289e-13
0.9333333333333333 4.674556504513786e-13
0.94367 4.718915974641318e-13
0.97633 4.873386027196449e-13
1.0 4.99999995e-13
Variable vz
0.0 3.846153816568042e-13
0.010337 3.8960191241873957e-13
0.042997 4.062906894176879e-13
0.06666666666666667 4.193414979464923e-13
0.077003 4.2531229299783776e-13
0.109663 4.453480163627663e-13
0.13333333333333333 4.610612452018626e-13
0.14367 4.682598225330799e-13
0.17633 4.924429688015325e-13
0.2 5.114153952261629e-13
0.210337 5.153833485222855e-13
0.242997 5.240899932744994e-13
0.26666666666666666 5.283225386662735e-13
0.277003 5.300481021764918e-13
0.309663 5.354239030124779e-13
0.3333333333333333 5.392201231406065e-13
0.34367 5.408440942118139e-13
0.37633 5.458070070064236e-13
0.4 5.492129373786172e-13
0.410337 5.506418259684203e-13
0.442997 5.548891873010459e-13
0.4666666666666667 5.576875793944394e-13
0.477003 5.588294853830098e-13
0.509663 5.620941110319835e-13
0.5333333333333333 5.641218011109749e-13
0.54367 5.64915494924575e-13
0.57633 5.67050731043298e-13
0.6 5.682473159952473e-13
0.610337 5.686786016778526e-13
0.642997 5.696858339178553e-13
0.6666666666666666 5.700912401188038e-13
0.677003 5.703650091841268e-13
0.709663 5.701902362559637e-13
0.7333333333333333 5.688173599101927e-13
0.74367 5.678485145933436e-13
0.77633 5.635193060132041e-13
0.8 5.592830060878735e-13
0.810337 5.571720101735156e-13
0.842997 5.495762257125454e-13
0.8666666666666667 5.432968346829473e-13
0.877003 5.403775529640474e-13
0.909663 5.305500673742674e-13
0.9333333333333333 5.229432780076687e-13
0.94367 5.195159612160817e-13
0.97633 5.08347818662933e-13
1.0 4.999999949999999e-13
Variable mass_prop
0.0 857.8076466641476
0.010337 1.2277852988176466e-11
0.042997 2.951696607641189e-12
0.06666666666666667 1.903693699479815e-12
0.077003 1.6481468412103905e-12
0.109663 1.1572965053919267e-12
